N,P,K,temperature,humidity,ph,rainfall,label
97.63198372647145,64.97776994364733,51.465967750062184,27.457941607532273,68.94241973529627,5.733991780504304,144.04618822163846,rice
115.79188188868378,47.54074927425096,46.1340279846933,25.020692595431033,68.82732204553197,5.938216972802827,207.227682406137,rice
107.33733092293545,40.65148697712476,37.08191588584069,33.67954126591681,84.54648227578933,6.712596022174692,195.58388949655162,rice
124.96655963288725,45.949766118066556,52.634613429067734,23.932672714712634,68.51384247938769,6.320065419014919,164.9345090648183,rice
119.73619070342566,51.3194748046993,49.69851714349602,30.265038362899936,71.30993388375485,6.703295471131059,151.1332260104525,rice
91.51155537168157,65.02817946173334,52.08815450244253,27.468636749254472,73.84858915936596,5.966473482573493,185.95396921132158,rice
94.76394172948585,56.56576396768753,60.426661354184844,27.45900802730209,76.15502736213125,6.141311527537825,130.81701649192703,rice
120.3117949323566,46.04140305005812,39.338995596073964,25.595886636650107,73.93527052545508,6.89454647851386,297.489458153845,rice
82.48061478672454,59.92312902099728,44.52645248109396,21.024775053715665,77.93573776699253,6.140661682939385,268.17369713700293,rice
75.09733762779116,50.242246633212204,54.385985976641216,31.72448988555042,87.71524902297293,6.943670942413167,193.42941874110073,rice
78.91644916564603,56.67993870908025,68.10391280143969,26.921010262097216,76.09440522114825,6.642429422993077,187.0731527285344,rice
95.82570023988642,46.733840469684694,39.08487674053981,21.587778182189442,74.2953266405182,6.516346542763424,176.12284111583895,rice
129.73134659005285,45.00100682463999,53.20722471893271,27.21261985277435,85.62232622498206,6.816009030071472,184.8067194593409,rice
118.79155765123994,60.01805042866048,49.08088097472502,25.66806564368069,79.24038623280661,6.588933518305359,264.2384879276441,rice
74.17781932597136,38.33088495088787,54.8996104159375,34.23159593923069,86.56412607108031,5.83640396419084,280.98236548477894,rice
105.57485357495109,45.33720075031542,47.41588563092665,27.463324687692808,72.89804798219684,6.959515832128668,265.8065808502842,rice
86.71971648691745,58.48012715690262,43.55152053965709,21.947181161371688,91.57821854170126,5.765666019110573,281.11011030358236,rice
93.21634044888903,38.43052339207949,52.96560759842727,35.95136233260085,93.00962650887813,6.355091755134048,181.91957667431672,rice
107.9453642002009,45.90535255914801,63.66507572028314,35.328940398335405,89.37035461577145,6.869860828834707,230.69540528966198,rice
99.93769827980394,39.84937839069885,39.90320518922042,31.796681066005576,71.17342634969506,6.19839702719869,206.45803721728518,rice
125.90657220395269,47.98921471003858,52.537247837020956,22.220954853658768,78.4780995597135,6.297031947352222,216.56931880137594,rice
79.93060288161799,47.14775050529914,39.594821401303165,19.04875911347325,105.0101714267122,6.753970180768309,264.69870894999684,rice
98.63222961298702,39.76241316844562,57.694383085107624,36.88448594086735,80.92943040473685,6.417581119351528,193.08140175606226,rice
113.198666009163,37.22320077444795,54.33896901779182,26.0041540228953,74.23751700573472,6.4526404763014655,164.04118068446152,rice
77.72804362134998,64.00635844137406,43.3140387703303,28.990939412420072,92.70603213523117,6.363211266813819,205.96628634156664,rice
113.79535322351914,41.75076853225252,38.94800877726321,23.339306016659222,72.87655586266665,5.6416644411338925,234.95844287962052,rice
86.35896788487727,50.52512763930339,51.04078686751172,35.77648030693436,87.38663016858546,5.766159315669584,251.050815599902,rice
113.75343542844755,41.515063448710876,58.61412997384294,29.220156386213198,79.44915535435636,5.9800744015459175,343.8210145355052,rice
85.31526901241767,46.53222702142332,42.27914710805476,36.82452234346642,83.17859100443268,6.684427214191831,176.83780106788302,rice
80.69380201591024,43.85439581221331,47.23241202501253,25.1531641078165,66.84804196909275,5.626160209172496,249.69936447497213,rice
103.5060140358705,50.921477924690286,54.64748271337571,36.18505470782861,75.78232602585562,6.238937656436288,153.0512772952045,rice
97.1235857495242,45.77180693096172,57.93236970607346,21.5486553538735,89.48323951320849,5.518231712034725,310.1967683510608,rice
104.00920840353072,59.17874187520265,41.958663978917954,31.719398360099625,80.39789779840122,6.851737015736483,135.5673505299819,rice
103.08081734969896,48.69208092521488,37.821358177263704,36.31874568776659,77.87852609248253,6.547242571029617,272.6139122816874,rice
120.77536074242774,51.03115105362544,42.298894293216634,20.219259909699282,79.66624652190936,6.715829996172749,306.39991390855283,rice
